fondo*name*nif*period*start_date*end_date*registro_CNMV*email_gest*rating_depos*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*gestora*depos*ISIN
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Semester 2 2009*2009-07-01*2009-12-31*2460*bsinversion@bancsabadell.com*A*Medio*0.89*0.39**2929889.39*2**19929000*false*6.8018***0.0*0.05*2.94*7.44*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Trimester 3 2009*2009-07-01*2009-09-30*2460*bsinversion@bancsabadell.com*A*Medio*0.44*0.42**3031089.81*2**20028000*false*6.6076***0.0*0.03*10.13*9.78*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Semester 1 2009*2009-01-01*2009-06-30*2460*bsinversion@bancsabadell.com*A*Medio*0.35*1.34**1993160.85*2*0.0*11958000*false*5.9997***0.0*0.05*5.26*7.25*0.04*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Semester 2 2010*2010-07-01*2010-12-31*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*0.4*0.56**2683050.14*2**19402000*false*7.2311***0.0*0.05*2.5*8.74*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Trimester 3 2010*2010-07-01*2010-09-30*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*0.18*0.46**2672547.2*2**18855000*false*7.0549***0.0*0.03*4.05*8.64*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Semester 1 2010*2010-01-01*2010-06-30*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*1.37*0.34**2734142.63*2**18538000*false*6.7803***0.0*0.05*-4.29*8.32*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Trimester 1 2010*2010-01-01*2010-03-31*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*0.81*0.32**2931480.99*2**20768000*false*7.0845***0.0*0.02*4.16*7.0*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Trimester 3 2011*2011-07-01*2011-09-30*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*0.16*1.11**2347962.37*2**15241000*false*6.4911***0.0*0.03*-10.42*11.15*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Semester 1 2011*2011-01-01*2011-06-30*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*0.65*0.83**2504700.67*2**18149000*false*7.2459***0.0*0.05*0.24*7.37*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Trimester 1 2011*2011-01-01*2011-03-31*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*0.59*0.61**2625077.21*2**18976000*false*7.2287***0.0*0.02*-0.03*8.87*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*SABADELL BS MIX 50, F.I.*62624135*Semester 2 2010*2010-07-01*2010-12-31*2460*bsinversion@bancsabadell.com*A (Standard & Poor's)*Medio*0.4*0.56**2683050.14*2**19402000*false*7.2311***0.0*0.05*2.5*8.74*0.03*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Trimester 1 2018*2018-01-01*2018-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB- (Standard & Poor's)*4, en una escala del 1 al 7*0.89*-0.08**63014.17*19*[]*622000*false*9.8702*0.36*0.0*0.36*0.02*-1.76*5.15*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Semester 1 2012*2012-01-01*2012-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB- (Standard & Poor's)*4, en una escala del 1 al 7****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Semester 1 2012*2012-01-01*2012-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB- (Standard & Poor's)*4, en una escala del 1 al 7****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Semester 1 2012*2012-01-01*2012-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB- (Standard & Poor's)*4, en una escala del 1 al 7****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - CARTERA*62624135*Semester 1 2012*2012-01-01*2012-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB- (Standard & Poor's)*4, en una escala del 1 al 7****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Semester 1 2012*2012-01-01*2012-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB- (Standard & Poor's)*4, en una escala del 1 al 7****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Semester 1 2012*2012-01-01*2012-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB- (Standard & Poor's)*4, en una escala del 1 al 7****[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**9741515.09*4671*[]*95717000*false*9.8256*0.88*0.0*0.88*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**6851365.95*396*[]*69879000*false*10.1992*0.53*0.0*0.53*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**122679.41*1*[]*1266000*false*10.3216*0.4*0.0*0.4*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - CARTERA*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**0.0*0*[]*0*false*10.2247*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**97690.74*2*[]*1013000*false*10.3732*0.26*0.0*0.26*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**336373.91*90*[]*3442000*false*10.2312*0.73*0.0*0.73*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Trimester 3 2019*2019-07-01*2019-09-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.82*-0.25**8367264.9*4075*[]*81050000*false*9.6866*0.44*0.0*0.44*0.03*1.74*6.93*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Trimester 3 2019*2019-07-01*2019-09-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.82*-0.25**5838681.32*330*[]*58604000*false*10.0371*0.26*0.0*0.26*0.03*1.92*6.93*0.3*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Trimester 3 2019*2019-07-01*2019-09-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.82*-0.25**122679.41*1*[]*1245000*false*10.1511*0.2*0.0*0.2*0.03*1.98*6.93*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - CARTERA*62624135*Trimester 3 2019*2019-07-01*2019-09-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.82*-0.25**0.0*0*[]*0*false*10.0533*0.0*0.0*0.0*0.0*2.01*6.93*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Trimester 3 2019*2019-07-01*2019-09-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.82*-0.25**0.0*0*[]*0*false*10.2083*0.0*0.0*0.0*0.0*1.92*6.93*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Trimester 3 2019*2019-07-01*2019-09-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.82*-0.25**316067.97*81*[]*3186000*false*10.0787*0.36*0.0*0.36*0.03*1.81*6.93*0.4*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Semester 1 2019*2019-01-01*2019-06-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.22*-0.17**7910132.21*3871*[]*75315000*false*9.5213*0.87*0.0*0.87*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Semester 1 2019*2019-01-01*2019-06-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.22*-0.17**5324351.85*300*[]*52437000*false*9.8485*0.52*0.0*0.52*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Semester 1 2019*2019-01-01*2019-06-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.22*-0.17**122679.41*1*[]*1221000*false*9.9541*0.4*0.0*0.4*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - CARTERA*62624135*Semester 1 2019*2019-01-01*2019-06-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.22*-0.17**0.0*0*[]*0*false*9.8557*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Semester 1 2019*2019-01-01*2019-06-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.22*-0.17**0.0*0*[]*0*false*10.0165*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Semester 1 2019*2019-01-01*2019-06-30*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.22*-0.17**275099.03*70*[]*2723000*false*9.8993*0.72*0.0*0.72*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Trimester 1 2019*2019-01-01*2019-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.83*-0.08**6756098.96*3219*[]*64142000*false*9.4939*0.43*0.0*0.43*0.02*6.56*6.66*0.46*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Trimester 1 2019*2019-01-01*2019-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.83*-0.08**4233166.89*234*[]*41498000*false*9.803*0.26*0.0*0.26*0.02*6.75*6.66*0.29*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Trimester 1 2019*2019-01-01*2019-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.83*-0.08**122679.41*1*[]*1215000*false*9.9019*0.2*0.0*0.2*0.02*6.81*6.66*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - CARTERA*62624135*Trimester 1 2019*2019-01-01*2019-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.83*-0.08**0.0*0*[]*0*false*9.8016*0.0*0.0*0.0*0.0*6.84*6.66*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Trimester 1 2019*2019-01-01*2019-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.83*-0.08**0.0*0*[]*0*false*9.9702*0.0*0.0*0.0*0.0*6.75*6.66*0.0*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Trimester 1 2019*2019-01-01*2019-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.83*-0.08**185396.21*45*[]*1829000*false*9.8634*0.36*0.0*0.36*0.02*6.64*6.66*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Trimester 3 2020*2020-07-01*2020-09-30*2460*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.93*-0.46**10862103.78*5647*[]*101911000*false*9.3823*0.44*0.0*0.44*0.03*1.12*[]*0.47*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Trimester 3 2020*2020-07-01*2020-09-30*2460*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.93*-0.46**7846248.88*457*[]*76803000*false*9.7885*0.26*0.0*0.26*0.03*1.3*[]*0.3*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Trimester 3 2020*2020-07-01*2020-09-30*2460*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.93*-0.46**333588.41*3*[]*3310000*false*9.9229*0.2*0.0*0.2*0.03*1.37*[]*0.24*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Trimester 3 2020*2020-07-01*2020-09-30*2460*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.93*-0.46**0.0*0*[]*0*false*9.9539*0.14*0.0*0.14*0.01*1.3*[]*0.4*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Trimester 3 2020*2020-07-01*2020-09-30*2460*SabadellAssetManagement@bancasabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.93*-0.46**401178.56*113*[]*3928000*false*9.791*0.36*0.0*0.36*0.03*1.2*[]*"[<iic-com:ratiototalgastos contextref=""FIM_T32020_V-62624135_da"" decimals=""2"" unitref=""pure"">.47</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32020_V-62624135_da"" decimals=""2"" unitref=""pure"">.30</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32020_V-62624135_da"" decimals=""2"" unitref=""pure"">.24</iic-com:ratiototalgastos>, <iic-com:ratiototalgastos contextref=""FIM_T32020_V-62624135_da"" decimals=""2"" unitref=""pure"">.40</iic-com:ratiototalgastos>]"*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Semester 1 2020*2020-01-01*2020-06-30*2460*SabadellAssetManagement@SabadellAssetManagement.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.73*-0.38**11171220.89*5710*[]*103646000*false*9.278*0.87*0.0*0.87*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Semester 1 2020*2020-01-01*2020-06-30*2460*SabadellAssetManagement@SabadellAssetManagement.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.73*-0.38**8042216.52*457*[]*77709000*false*9.6626*0.52*0.0*0.52*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Semester 1 2020*2020-01-01*2020-06-30*2460*SabadellAssetManagement@SabadellAssetManagement.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.73*-0.38**218102.29*2*[]*2135000*false*9.7892*0.4*0.0*0.4*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Semester 1 2020*2020-01-01*2020-06-30*2460*SabadellAssetManagement@SabadellAssetManagement.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.73*-0.38**127136.55*2*[]*1249000*false*9.8259*0.52*0.0*0.52*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Semester 1 2020*2020-01-01*2020-06-30*2460*SabadellAssetManagement@SabadellAssetManagement.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.73*-0.38**418419.23*114*[]*4048000*false*9.6749*0.72*0.0*0.72*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Trimester 1 2020*2020-01-01*2020-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*-0.37**10707555.66*5563*[]*93315000*false*8.7149*0.43*0.0*0.43*0.02*[]*[]*0.46*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Trimester 1 2020*2020-01-01*2020-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*-0.37**7595277.27*440*[]*68816000*false*9.0604*0.26*0.0*0.26*0.02*[]*[]*0.29*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Trimester 1 2020*2020-01-01*2020-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*-0.37**218102.29*2*[]*2001000*false*9.1734*0.2*0.0*0.2*0.02*[]*[]*0.23*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Trimester 1 2020*2020-01-01*2020-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*-0.37**97690.74*2*[]*900000*false*9.2135*0.26*0.0*0.26*0.02*[]*[]*0.29*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Trimester 1 2020*2020-01-01*2020-03-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*0.0*-0.37**403064.36*109*[]*3660000*false*9.081*0.36*0.0*0.36*0.02*[]*[]*0.39*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - BASE*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**9741515.09*4671*[]*95717000*false*9.8256*0.88*0.0*0.88*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PLUS*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**6851365.95*396*[]*69879000*false*10.1992*0.53*0.0*0.53*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PREMIER*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**122679.41*1*[]*1266000*false*10.3216*0.4*0.0*0.4*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - CARTERA*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**0.0*0*[]*0*false*10.2247*0.0*0.0*0.0*0.0*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - EMPRESA*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**97690.74*2*[]*1013000*false*10.3732*0.26*0.0*0.26*0.02*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
INVERSABADELL 50, FI*INVERSABADELL 50, FI - PYME*62624135*Semester 2 2019*2019-07-01*2019-12-31*2460*Sabadellassetmanagement@bancsabadell.com*BBB (Standard & Poor's)*4, en una escala del 1 al 7*1.36*-0.32**336373.91*90*[]*3442000*false*10.2312*0.73*0.0*0.73*0.05*[]*[]*[]*SABADELL ASSET MANAGEMENT, S.A., S.G.I.I.C.*BANCO DE SABADELL, S.A.*
